word/phrase,rank,sub
item,1.2891723130117816,Wiper blade Clear Advantage
item described,1.195997073945344,Wiper blade Clear Advantage
described,1.195997073945344,Wiper blade Clear Advantage
quality,1.0022139962291228,Wiper blade Clear Advantage
product,0.8876970746082959,Wiper blade Clear Advantage
good,0.8314372987157328,Wiper blade Clear Advantage
blade,0.8293357083152966,Wiper blade Clear Advantage
quality product,0.7523449590032704,Wiper blade Clear Advantage
thank,0.7494273322973132,Wiper blade Clear Advantage
excellent,0.6688143971252946,Wiper blade Clear Advantage
good quality,0.6404348834789694,Wiper blade Clear Advantage
transaction,0.6342905564735811,Wiper blade Clear Advantage
seller,0.6053365685564351,Wiper blade Clear Advantage
blackarrow,0.5400693593142756,Wiper blade Clear Advantage
slow im,0.5400693593142756,Wiper blade Clear Advantage
product shipping,0.5400693593142756,Wiper blade Clear Advantage
excellent quality,0.5400693593142756,Wiper blade Clear Advantage
looking blackarrow,0.5400693593142756,Wiper blade Clear Advantage
looking,0.5400693593142756,Wiper blade Clear Advantage
shipping,0.5400693593142756,Wiper blade Clear Advantage
shipping slow,0.5400693593142756,Wiper blade Clear Advantage
im,0.5400693593142756,Wiper blade Clear Advantage
slow,0.5400693593142756,Wiper blade Clear Advantage
im looking,0.5400693593142756,Wiper blade Clear Advantage
wiper,0.5122509065733161,Wiper blade Clear Advantage
bosch,0.5003702072673141,Wiper blade Clear Advantage
utentic,0.4758692138660713,Wiper blade Clear Advantage
know,0.4758692138660713,Wiper blade Clear Advantage
order,0.463655706940488,Wiper blade Clear Advantage
arrived good,0.4146678541576483,Wiper blade Clear Advantage
blade til,0.4146678541576483,Wiper blade Clear Advantage
blade works,0.4146678541576483,Wiper blade Clear Advantage
perfectly,0.4146678541576483,Wiper blade Clear Advantage
expected blade,0.4146678541576483,Wiper blade Clear Advantage
expected,0.4146678541576483,Wiper blade Clear Advantage
perfectly installation,0.4146678541576483,Wiper blade Clear Advantage
installation thank,0.4146678541576483,Wiper blade Clear Advantage
quality expected,0.4146678541576483,Wiper blade Clear Advantage
thank blade,0.4146678541576483,Wiper blade Clear Advantage
works perfectly,0.4146678541576483,Wiper blade Clear Advantage
arrived,0.4146678541576483,Wiper blade Clear Advantage
works,0.4146678541576483,Wiper blade Clear Advantage
til transaction,0.4146678541576483,Wiper blade Clear Advantage
til,0.4146678541576483,Wiper blade Clear Advantage
installation,0.4146678541576483,Wiper blade Clear Advantage
accomodating,0.34891657201510706,Wiper blade Clear Advantage
product wellpacked,0.34891657201510706,Wiper blade Clear Advantage
seller accomodating,0.34891657201510706,Wiper blade Clear Advantage
wellpacked,0.34891657201510706,Wiper blade Clear Advantage
wellpacked seller,0.34891657201510706,Wiper blade Clear Advantage
recommended,0.34820945815738225,Wiper blade Clear Advantage
recommended legit,0.34820945815738225,Wiper blade Clear Advantage
highly,0.34820945815738225,Wiper blade Clear Advantage
highly recommended,0.34820945815738225,Wiper blade Clear Advantage
legit seller,0.34820945815738225,Wiper blade Clear Advantage
legit,0.34820945815738225,Wiper blade Clear Advantage
seller thank,0.34820945815738225,Wiper blade Clear Advantage
receipt,0.3409875016814797,Wiper blade Clear Advantage
nice,0.3409875016814797,Wiper blade Clear Advantage
voucher,0.3409875016814797,Wiper blade Clear Advantage
voucher transaction,0.3409875016814797,Wiper blade Clear Advantage
receipt voucher,0.3409875016814797,Wiper blade Clear Advantage
nice comes,0.3409875016814797,Wiper blade Clear Advantage
comes,0.3409875016814797,Wiper blade Clear Advantage
